trial	response	correct_response	accuracy	reaction_time
1	7	7	1	805
2	14	10	0	636
3	9	9	1	316
4	7	7	1	245
5	6	6	1	36
6	n/a	9	0	n/a
7	14	14	1	2716
8	14	15	0	1417
9	10	10	1	604
10	17	8	0	2222
11	18	16	0	2541
12	11	13	0	712
13	10	10	1	1061
14	9	9	1	308
15	8	8	1	9
16	16	13	0	1580
17	n/a	9	0	n/a
18	7	7	1	1265
19	8	8	1	145
20	9	9	1	95
21	12	12	1	2231
22	14	14	1	1126
23	9	13	0	175
24	14	9	0	1506
25	7	7	1	5
26	8	8	1	44
27	10	10	1	656
28	18	12	0	628
29	11	11	1	1081
30	8	8	1	72
